timestamp,value
5/14/2014 9:04,45.502
5/14/2014 9:09,32.16
5/14/2014 9:14,32.251
5/14/2014 9:19,30.946
5/14/2014 9:24,31.825
5/14/2014 9:29,32.392
5/14/2014 9:34,32.28
5/14/2014 9:39,30.723
5/14/2014 9:44,32.666
5/14/2014 9:49,30.176
5/14/2014 9:54,30.954
5/14/2014 9:59,34.852
5/14/2014 10:04,44.688
5/14/2014 10:09,32.009
5/14/2014 10:14,32.171
5/14/2014 10:19,31.163
5/14/2014 10:24,31.329
5/14/2014 10:29,32.509
5/14/2014 10:34,30.954
5/14/2014 10:39,31.17
5/14/2014 10:44,32.371
5/14/2014 10:49,30.817
5/14/2014 10:54,30.845
5/14/2014 10:59,34.356
5/14/2014 11:04,45.159
5/14/2014 11:09,32.178
5/14/2014 11:14,33.103
5/14/2014 11:19,32.063
5/14/2014 11:24,31.384
5/14/2014 11:29,32.165
5/14/2014 11:34,30.826
5/14/2014 11:39,30.922
5/14/2014 11:44,32.548
5/14/2014 11:49,30.951
5/14/2014 11:54,30.653
5/14/2014 11:59,34.39
5/14/2014 12:04,45.659
5/14/2014 12:09,32.224
5/14/2014 12:14,32.283
5/14/2014 12:19,30.938
5/14/2014 12:24,30.923
5/14/2014 12:29,32.171
5/14/2014 12:34,30.951
5/14/2014 12:39,31.177
5/14/2014 12:44,32.437
5/14/2014 12:49,31.932
5/14/2014 12:54,32.006
5/14/2014 12:59,34.594
5/14/2014 13:04,45.219
5/14/2014 13:09,35.945
5/14/2014 13:14,33.713
5/14/2014 13:19,30.825
5/14/2014 13:24,31.103
5/14/2014 13:29,32.175
5/14/2014 13:34,31.057
5/14/2014 13:39,31.335
5/14/2014 13:44,33.162
5/14/2014 13:49,31.909
5/14/2014 13:54,30.551
5/14/2014 13:59,34.433
5/14/2014 14:04,44.505
5/14/2014 14:09,45.328
5/14/2014 14:14,32.013
5/14/2014 14:19,31.394
5/14/2014 14:24,31.734
5/14/2014 14:29,33.181
5/14/2014 14:34,31.494
5/14/2014 14:39,31.66
5/14/2014 14:44,32.003
5/14/2014 14:49,31.166
5/14/2014 14:54,31.669
5/14/2014 14:59,32.762
5/14/2014 15:04,46.32
5/14/2014 15:09,35.429
5/14/2014 15:14,32.221
5/14/2014 15:19,32.28
5/14/2014 15:24,31.222
5/14/2014 15:29,32.509
5/14/2014 15:34,30.797
5/14/2014 15:39,31.581
5/14/2014 15:44,32.112
5/14/2014 15:49,31.122
5/14/2014 15:54,31.212
5/14/2014 15:59,34.734
5/14/2014 16:04,44.49
5/14/2014 16:09,41
5/14/2014 16:14,31.496
5/14/2014 16:19,31.553
5/14/2014 16:24,31.166
5/14/2014 16:29,32.455
5/14/2014 16:34,30.535
5/14/2014 16:39,31.826
5/14/2014 16:44,32.312
5/14/2014 16:49,30.82
5/14/2014 16:54,30.946
5/14/2014 16:59,34.171
5/14/2014 17:04,45.219
5/14/2014 17:09,38.78
5/14/2014 17:14,32.613
5/14/2014 17:19,31.562
5/14/2014 17:24,30.836
5/14/2014 17:29,32.211
5/14/2014 17:34,30.619
5/14/2014 17:39,32.385
5/14/2014 17:44,32.828
5/14/2014 17:49,31.612
5/14/2014 17:54,31.163
5/14/2014 17:59,34.643
5/14/2014 18:04,44.823
5/14/2014 18:09,38.43
5/14/2014 18:14,32.661
5/14/2014 18:19,31.057
5/14/2014 18:24,31.666
5/14/2014 18:29,32.361
5/14/2014 18:34,31.67
5/14/2014 18:39,31.45
5/14/2014 18:44,32.817
5/14/2014 18:49,31.05
5/14/2014 18:54,30.489
5/14/2014 18:59,34.646
5/14/2014 19:04,45.335
5/14/2014 19:09,32.766
5/14/2014 19:14,32.998
5/14/2014 19:19,30.88
5/14/2014 19:24,32.12
5/14/2014 19:29,33.165
5/14/2014 19:34,31.006
5/14/2014 19:39,30.772
5/14/2014 19:44,32.291
5/14/2014 19:49,30.951
5/14/2014 19:54,30.837
5/14/2014 19:59,34.418
5/14/2014 20:04,45.667
5/14/2014 20:09,39.218
5/14/2014 20:14,33.25
5/14/2014 20:19,30.663
5/14/2014 20:24,31.446
5/14/2014 20:29,32.661
5/14/2014 20:34,31.344
5/14/2014 20:39,31.219
5/14/2014 20:44,31.981
5/14/2014 20:49,31.341
5/14/2014 20:54,30.768
5/14/2014 20:59,34.685
5/14/2014 21:04,45.887
5/14/2014 21:09,46.336
5/14/2014 21:14,73.229
5/14/2014 21:19,59.539
5/14/2014 21:24,30.318
5/14/2014 21:29,33.28
5/14/2014 21:34,30.737
5/14/2014 21:39,31.108
5/14/2014 21:44,32.318
5/14/2014 21:49,31.331
5/14/2014 21:54,31.118
5/14/2014 21:59,35.356
5/14/2014 22:04,44.834
5/14/2014 22:09,52.944
5/14/2014 22:14,32.559
5/14/2014 22:19,30.997
5/14/2014 22:24,31.496
5/14/2014 22:29,32.499
5/14/2014 22:34,31.22
5/14/2014 22:39,31.797
5/14/2014 22:44,32.775
5/14/2014 22:49,31.5
5/14/2014 22:54,31.154
5/14/2014 22:59,34.136
5/14/2014 23:04,45.054
5/14/2014 23:09,51.543
5/14/2014 23:14,32.596
5/14/2014 23:19,31.829
5/14/2014 23:24,31.333
5/14/2014 23:29,32.659
5/14/2014 23:34,31.003
5/14/2014 23:39,31.054
5/14/2014 23:44,32.939
5/14/2014 23:49,31.002
5/14/2014 23:54,30.548
5/14/2014 23:59,33.903
5/15/2014 0:04,45.728
5/15/2014 0:09,45.336
5/15/2014 0:14,33.727
5/15/2014 0:19,31.118
5/15/2014 0:24,31.422
5/15/2014 0:29,32.702
5/15/2014 0:34,31.058
5/15/2014 0:39,31.159
5/15/2014 0:44,31.944
5/15/2014 0:49,30.999
5/15/2014 0:54,30.994
5/15/2014 0:59,34.617
5/15/2014 1:04,44.549
5/15/2014 1:09,46.977
5/15/2014 1:14,31.631
5/15/2014 1:19,31.178
5/15/2014 1:24,31.994
5/15/2014 1:29,31.52
5/15/2014 1:34,31.325
5/15/2014 1:39,30.619
5/15/2014 1:44,32.233
5/15/2014 1:49,30.815
5/15/2014 1:54,31.669
5/15/2014 1:59,34.379
5/15/2014 2:04,45.275
5/15/2014 2:09,46.336
5/15/2014 2:14,33.153
5/15/2014 2:19,30.99
5/15/2014 2:24,30.171
5/15/2014 2:29,32.054
5/15/2014 2:34,31.122
5/15/2014 2:39,31.337
5/15/2014 2:44,32.217
5/15/2014 2:49,30.959
5/15/2014 2:54,30.834
5/15/2014 2:59,34.162
5/15/2014 3:04,45.164
5/15/2014 3:09,45.327
5/15/2014 3:14,32.502
5/15/2014 3:19,34.973
5/15/2014 3:24,31.362
5/15/2014 3:29,33.404
5/15/2014 3:34,35.722
5/15/2014 3:39,31.953
5/15/2014 3:44,32.831
5/15/2014 3:49,32.171
5/15/2014 3:54,30.22
5/15/2014 3:59,34.107
5/15/2014 4:04,45.504
5/15/2014 4:09,46.058
5/15/2014 4:14,32.714
5/15/2014 4:19,30.836
5/15/2014 4:24,32.002
5/15/2014 4:29,31.298
5/15/2014 4:34,31.668
5/15/2014 4:39,31.221
5/15/2014 4:44,32.077
5/15/2014 4:49,31.172
5/15/2014 4:54,30.717
5/15/2014 4:59,33.796
5/15/2014 5:04,45.172
5/15/2014 5:09,45.991
5/15/2014 5:14,32.718
5/15/2014 5:19,31.092
5/15/2014 5:24,31.489
5/15/2014 5:29,32.99
5/15/2014 5:34,30.278
5/15/2014 5:39,30.72
5/15/2014 5:44,32.328
5/15/2014 5:49,31.106
5/15/2014 5:54,30.217
5/15/2014 5:59,34.331
5/15/2014 6:04,45.168
5/15/2014 6:09,45.382
5/15/2014 6:14,32.849
5/15/2014 6:19,32.151
5/15/2014 6:24,30.601
5/15/2014 6:29,31.337
5/15/2014 6:34,31.203
5/15/2014 6:39,30.823
5/15/2014 6:44,32.036
5/15/2014 6:49,31.901
5/15/2014 6:54,31.891
5/15/2014 6:59,33.624
5/15/2014 7:04,46.052
5/15/2014 7:09,46.284
5/15/2014 7:14,32.204
5/15/2014 7:19,30.946
5/15/2014 7:24,31.988
5/15/2014 7:29,31.388
5/15/2014 7:34,31.79
5/15/2014 7:39,30.05
5/15/2014 7:44,32.216
5/15/2014 7:49,30.939
5/15/2014 7:54,31.102
5/15/2014 7:59,35.182
5/15/2014 8:04,45
5/15/2014 8:09,46.108
5/15/2014 8:14,32.115
5/15/2014 8:19,31.054
5/15/2014 8:24,31.053
5/15/2014 8:29,32.733
5/15/2014 8:34,31.22
5/15/2014 8:39,30.879
5/15/2014 8:44,32.622
5/15/2014 8:49,30.834
5/15/2014 8:54,30.493
5/15/2014 8:59,33.628
5/15/2014 9:04,45.715
5/15/2014 9:09,45.609
5/15/2014 9:14,32.219
5/15/2014 9:19,31.169
5/15/2014 9:24,30.992
5/15/2014 9:29,33.115
5/15/2014 9:34,30.554
5/15/2014 9:39,30.95
5/15/2014 9:44,33.498
5/15/2014 9:49,30.218
5/15/2014 9:54,31.344
5/15/2014 9:59,32.772
5/15/2014 10:04,45.385
5/15/2014 10:09,58.781
5/15/2014 10:14,31.795
5/15/2014 10:19,31.162
5/15/2014 10:24,32.064
5/15/2014 10:29,31.882
5/15/2014 10:34,31.449
5/15/2014 10:39,30.619
5/15/2014 10:44,32.026
5/15/2014 10:49,31.335
5/15/2014 10:54,30.672
5/15/2014 10:59,34
5/15/2014 11:04,45.662
5/15/2014 11:09,53.103
5/15/2014 11:14,32.167
5/15/2014 11:19,31.162
5/15/2014 11:24,31.944
5/15/2014 11:29,31.879
5/15/2014 11:34,31.83
5/15/2014 11:39,29.784
5/15/2014 11:44,33.22
5/15/2014 11:49,31.169
5/15/2014 11:54,31.114
5/15/2014 11:59,34.142
5/15/2014 12:04,44.934
5/15/2014 12:09,45.67
5/15/2014 12:14,32.169
5/15/2014 12:19,30.775
5/15/2014 12:24,31.355
5/15/2014 12:29,32.454
5/15/2014 12:34,31.166
5/15/2014 12:39,30.725
5/15/2014 12:44,32.33
5/15/2014 12:49,31.391
5/15/2014 12:54,31.447
5/15/2014 12:59,33.991
5/15/2014 13:04,45.598
5/15/2014 13:09,45.782
5/15/2014 13:14,32.831
5/15/2014 13:19,31.337
5/15/2014 13:24,31.767
5/15/2014 13:29,32.467
5/15/2014 13:34,30.994
5/15/2014 13:39,31.288
5/15/2014 13:44,32.055
5/15/2014 13:49,30.999
5/15/2014 13:54,30.794
5/15/2014 13:59,34.055
5/15/2014 14:04,44.78
5/15/2014 14:09,45.779
5/15/2014 14:14,32.979
5/15/2014 14:19,32.043
5/15/2014 14:24,30.002
5/15/2014 14:29,33.601
5/15/2014 14:34,30.861
5/15/2014 14:39,31.165
5/15/2014 14:44,31.68
5/15/2014 14:49,31.117
5/15/2014 14:54,30.549
5/15/2014 14:59,34.003
5/15/2014 15:04,45.113
5/15/2014 15:09,45.467
5/15/2014 15:14,32.342
5/15/2014 15:19,31.647
5/15/2014 15:24,31.784
5/15/2014 15:29,32.483
5/15/2014 15:34,30.889
5/15/2014 15:39,31.311
5/15/2014 15:44,31.958
5/15/2014 15:49,31.213
5/15/2014 15:54,31.78
5/15/2014 15:59,34.55
5/15/2014 16:04,45.834
5/15/2014 16:09,46.287
5/15/2014 16:14,32.389
5/15/2014 16:19,31.772
5/15/2014 16:24,32.29
5/15/2014 16:29,31.597
5/15/2014 16:34,31.09
5/15/2014 16:39,31.727
5/15/2014 16:44,33.497
5/15/2014 16:49,31.001
5/15/2014 16:54,30.601
5/15/2014 16:59,34.442
5/15/2014 17:04,45.666
5/15/2014 17:09,46.72
5/15/2014 17:14,31.379
5/15/2014 17:19,31.762
5/15/2014 17:24,30.336
5/15/2014 17:29,72.835
5/15/2014 17:34,58.72
5/15/2014 17:39,31.011
5/15/2014 17:44,33.171
5/15/2014 17:49,31.165
5/15/2014 17:54,31.79
5/15/2014 17:59,34.218
5/15/2014 18:04,44.998
5/15/2014 18:09,52.168
5/15/2014 18:14,33.273
5/15/2014 18:19,31.878
5/15/2014 18:24,31.286
5/15/2014 18:29,32.44
5/15/2014 18:34,30.936
5/15/2014 18:39,31.999
5/15/2014 18:44,32.7
5/15/2014 18:49,31.563
5/15/2014 18:54,30.988
5/15/2014 18:59,33.689
5/1qs5/2014 19:04,45.665
5/15/2014 19:09,52.506
5/15/2014 19:14,32.95
5/15/2014 19:19,31.196
5/15/2014 19:24,31.118
5/15/2014 19:29,32.725
5/15/2014 19:34,31.036
5/15/2014 19:39,31.27
5/15/2014 19:44,32.32
5/15/2014 19:49,30.767
5/15/2014 19:54,31.56
5/15/2014 19:59,34.722
5/15/2014 20:04,45.603
5/15/2014 20:09,58.679
5/15/2014 20:14,32.99
5/15/2014 20:19,31.047
5/15/2014 20:24,30.981
5/15/2014 20:29,32.355
5/15/2014 20:34,30.839
5/15/2014 20:39,30.779
5/15/2014 20:44,32.003
5/15/2014 20:49,31
5/15/2014 20:54,30.72
5/15/2014 20:59,33.63
5/15/2014 21:04,46.457
5/15/2014 21:09,51.612
5/15/2014 21:14,32.574
5/15/2014 21:19,31.004
5/15/2014 21:24,30.829
5/15/2014 21:29,32.446
5/15/2014 21:34,31.898
5/15/2014 21:39,31.831
5/15/2014 21:44,32.96
5/15/2014 21:49,29.871
5/15/2014 21:54,31.163
5/15/2014 21:59,34.176
5/15/2014 22:04,45.006
5/15/2014 22:09,59.06
5/15/2014 22:14,32.391
5/15/2014 22:19,31.281
5/15/2014 22:24,30.886
5/15/2014 22:29,32.342
5/15/2014 22:34,30.835
5/15/2014 22:39,30.887
5/15/2014 22:44,32.224
5/15/2014 22:49,30.83
5/15/2014 22:54,30.882
5/15/2014 22:59,34.163
5/15/2014 23:04,45.002
5/15/2014 23:09,56.328
5/15/2014 23:14,33.35
5/15/2014 23:19,31.716
5/15/2014 23:24,31.45
5/15/2014 23:29,31.872
5/15/2014 23:34,30.941
5/15/2014 23:39,31.224
5/15/2014 23:44,32.291
5/15/2014 23:49,30.719
5/15/2014 23:54,30.955
5/15/2014 23:59,33.16
5/16/2014 0:04,46.17
5/16/2014 0:09,51.72
5/16/2014 0:14,32.644
5/16/2014 0:19,31.332
5/16/2014 0:24,31.009
5/16/2014 0:29,32.501
5/16/2014 0:34,30.788
5/16/2014 0:39,31.269
5/16/2014 0:44,31.789
5/16/2014 0:49,32.287
5/16/2014 0:54,30.703
5/16/2014 0:59,34.101
5/16/2014 1:04,45.219
5/16/2014 1:09,58.719
5/16/2014 1:14,33.112
5/16/2014 1:19,32.33
5/16/2014 1:24,30.633
5/16/2014 1:29,32.38
5/16/2014 1:34,30.828
5/16/2014 1:39,30.884
5/16/2014 1:44,32.05
5/16/2014 1:49,31.049
5/16/2014 1:54,31.998
5/16/2014 1:59,33.648
5/16/2014 2:04,44.816
5/16/2014 2:09,58.171
5/16/2014 2:14,33.128
5/16/2014 2:19,31.989
5/16/2014 2:24,30.499
5/16/2014 2:29,33.049
5/16/2014 2:34,31.014
5/16/2014 2:39,31.005
5/16/2014 2:44,32.166
5/16/2014 2:49,30.67
5/16/2014 2:54,31.165
5/16/2014 2:59,34.263
5/16/2014 3:04,45.717
5/16/2014 3:09,59.282
5/16/2014 3:14,36.161
5/16/2014 3:19,31.788
5/16/2014 3:24,31.16
5/16/2014 3:29,32.499
5/16/2014 3:34,30.231
5/16/2014 3:39,34.622
5/16/2014 3:44,32.614
5/16/2014 3:49,32.725
5/16/2014 3:54,29.788
5/16/2014 3:59,34.714
5/16/2014 4:04,44.646
5/16/2014 4:09,60.118
5/16/2014 4:14,31.389
5/16/2014 4:19,30.827
5/16/2014 4:24,30.829
5/16/2014 4:29,31.995
5/16/2014 4:34,31.718
5/16/2014 4:39,31.115
5/16/2014 4:44,32.624
5/16/2014 4:49,30.654
5/16/2014 4:54,30.364
5/16/2014 4:59,34.007
5/16/2014 5:04,45.495
5/16/2014 5:09,58.451
5/16/2014 5:14,32.531
5/16/2014 5:19,30.836
5/16/2014 5:24,31.181
5/16/2014 5:29,32.551
5/16/2014 5:34,31.381
5/16/2014 5:39,30.394
5/16/2014 5:44,32.649
5/16/2014 5:49,31.498
5/16/2014 5:54,30.499
5/16/2014 5:59,34.074
5/16/2014 6:04,44.901
5/16/2014 6:09,58.834
5/16/2014 6:14,32.61
5/16/2014 6:19,30.718
5/16/2014 6:24,31.837
5/16/2014 6:29,31.373
5/16/2014 6:34,30.734
5/16/2014 6:39,31.269
5/16/2014 6:44,31.902
5/16/2014 6:49,31.338
5/16/2014 6:54,30.696
5/16/2014 6:59,34.028
5/16/2014 7:04,45.12
5/16/2014 7:09,58.885
5/16/2014 7:14,32.332
5/16/2014 7:19,31.169
5/16/2014 7:24,31.277
5/16/2014 7:29,33.163
5/16/2014 7:34,30.336
5/16/2014 7:39,31.001
5/16/2014 7:44,31.705
5/16/2014 7:49,31.282
5/16/2014 7:54,30.651
5/16/2014 7:59,34.833
5/16/2014 8:04,45.002
5/16/2014 8:09,58.169
5/16/2014 8:14,33.161
5/16/2014 8:19,30.321
5/16/2014 8:24,31.005
5/16/2014 8:29,32.335
5/16/2014 8:34,30.117
5/16/2014 8:39,31.219
5/16/2014 8:44,33.106
5/16/2014 8:49,30.171
5/16/2014 8:54,30.551
5/16/2014 8:59,34.023
5/16/2014 9:04,45.051
5/16/2014 9:09,58.616
5/16/2014 9:14,31.992
5/16/2014 9:19,30.503
5/16/2014 9:24,30.65
5/16/2014 9:29,32.669
5/16/2014 9:34,30.833
5/16/2014 9:39,30.993
5/16/2014 9:44,32.511
5/16/2014 9:49,30.833
5/16/2014 9:54,30.785
5/16/2014 9:59,34.196
5/16/2014 10:04,45.833
5/16/2014 10:09,59.117
5/16/2014 10:14,32.162
5/16/2014 10:19,31.093
5/16/2014 10:24,31.124
5/16/2014 10:29,31.936
5/16/2014 10:34,30.552
5/16/2014 10:39,31.45
5/16/2014 10:44,32.679
5/16/2014 10:49,30.89
5/16/2014 10:54,31.829
5/16/2014 10:59,32.673
5/16/2014 11:04,45.333
5/16/2014 11:09,59.322
5/16/2014 11:14,32.775
5/16/2014 11:19,31.536
5/16/2014 11:24,30.62
5/16/2014 11:29,31.836
5/16/2014 11:34,30.552
5/16/2014 11:39,30.881
5/16/2014 11:44,32.169
5/16/2014 11:49,31.235
5/16/2014 11:54,30.359
5/16/2014 11:59,33.856
5/16/2014 12:04,45.156
5/16/2014 12:09,58.773
5/16/2014 12:14,33.061
5/16/2014 12:19,31.439
5/16/2014 12:24,30.89
5/16/2014 12:29,32.154
5/16/2014 12:34,30.945
5/16/2014 12:39,30.719
5/16/2014 12:44,31.612
5/16/2014 12:49,31.17
5/16/2014 12:54,31.993
5/16/2014 12:59,34.182
5/16/2014 13:04,45.499
5/16/2014 13:09,58.834
5/16/2014 13:14,32.664
5/16/2014 13:19,30.621
5/16/2014 13:24,30.843
5/16/2014 13:29,32.448
5/16/2014 13:34,30.438
5/16/2014 13:39,31.487
5/16/2014 13:44,32.493
5/16/2014 13:49,30.835
5/16/2014 13:54,30.654
5/16/2014 13:59,34.634
5/16/2014 14:04,44.874
5/16/2014 14:09,58.903
5/16/2014 14:14,31.675
5/16/2014 14:19,31
5/16/2014 14:24,31.989
5/16/2014 14:29,31.835
5/16/2014 14:34,30.994
5/16/2014 14:39,30.773
5/16/2014 14:44,32.111
5/16/2014 14:49,31.282
5/16/2014 14:54,30.954
5/16/2014 14:59,34.224
5/16/2014 15:04,45.121
5/16/2014 15:09,59.153
5/16/2014 15:14,32.613
5/16/2014 15:19,31.716
5/16/2014 15:24,31.451
5/16/2014 15:29,32.65
5/16/2014 15:34,30.879
5/16/2014 15:39,30.474
5/16/2014 15:44,32.337
5/16/2014 15:49,30.667
5/16/2014 15:54,30.781
5/16/2014 15:59,34.39
5/16/2014 16:04,45.123
5/16/2014 16:09,58.827
5/16/2014 16:14,32.5
5/16/2014 16:19,30.786
5/16/2014 16:24,30.77
5/16/2014 16:29,32.067
5/16/2014 16:34,31.718
5/16/2014 16:39,30.869
5/16/2014 16:44,31.974
5/16/2014 16:49,31.145
5/16/2014 16:54,30.948
5/16/2014 16:59,34.18
5/16/2014 17:04,45.286
5/16/2014 17:09,59.004
5/16/2014 17:14,32.067
5/16/2014 17:19,32
5/16/2014 17:24,31.113
5/16/2014 17:29,32.499
5/16/2014 17:34,30.662
5/16/2014 17:39,30.893
5/16/2014 17:44,32.504
5/16/2014 17:49,30.995
5/16/2014 17:54,30.78
5/16/2014 17:59,34.705
5/16/2014 18:04,44.834
5/16/2014 18:09,66.002
5/16/2014 18:14,33.335
5/16/2014 18:19,30.501
5/16/2014 18:24,30.496
5/16/2014 18:29,32.555
5/16/2014 18:34,30.719
5/16/2014 18:39,31.502
5/16/2014 18:44,32.141
5/16/2014 18:49,30.624
5/16/2014 18:54,31.219
5/16/2014 18:59,33.855
5/16/2014 19:04,45.225
5/16/2014 19:09,59.818
5/16/2014 19:14,31.72
5/16/2014 19:19,31.62
5/16/2014 19:24,31.548
5/16/2014 19:29,32.332
5/16/2014 19:34,30.999
5/16/2014 19:39,30.951
5/16/2014 19:44,32.034
5/16/2014 19:49,31.781
5/16/2014 19:54,31.055
5/16/2014 19:59,33.057
5/16/2014 20:04,45.093
5/16/2014 20:09,58.053
5/16/2014 20:14,33.057
5/16/2014 20:19,31.063
5/16/2014 20:24,30.886
5/16/2014 20:29,32.441
5/16/2014 20:34,30.884
5/16/2014 20:39,30.454
5/16/2014 20:44,31.874
5/16/2014 20:49,31.333
5/16/2014 20:54,30.427
5/16/2014 20:59,34.33
5/16/2014 21:04,46.057
5/16/2014 21:09,65.833
5/16/2014 21:14,72.949
5/16/2014 21:19,100
5/16/2014 21:24,45.384
5/16/2014 21:29,32.642
5/16/2014 21:34,31.332
5/16/2014 21:39,31.172
5/16/2014 21:44,32.279
5/16/2014 21:49,30.669
5/16/2014 21:54,31.263
5/16/2014 21:59,34.221
5/16/2014 22:04,45.775
5/16/2014 22:09,59.168
5/16/2014 22:14,33.492
5/16/2014 22:19,30.502
5/16/2014 22:24,31.425
5/16/2014 22:29,32.657
5/16/2014 22:34,31.225
5/16/2014 22:39,31.786
5/16/2014 22:44,32.056
5/16/2014 22:49,32.282
5/16/2014 22:54,30.056
5/16/2014 22:59,35.496
5/16/2014 23:04,44.617
5/16/2014 23:09,72.385
5/16/2014 23:14,32.137
5/16/2014 23:19,30.835
5/16/2014 23:24,31.223
5/16/2014 23:29,32.496
5/16/2014 23:34,31.174
5/16/2014 23:39,31.115
5/16/2014 23:44,33.384
5/16/2014 23:49,30.658
5/16/2014 23:54,30.453
5/16/2014 23:59,34.128
5/17/2014 0:04,45.108
5/17/2014 0:09,73.109
5/17/2014 0:14,33.815
5/17/2014 0:19,30.169
5/17/2014 0:24,31.924
5/17/2014 0:29,32.05
5/17/2014 0:34,31.104
5/17/2014 0:39,31.053
5/17/2014 0:44,32.96
5/17/2014 0:49,30.674
5/17/2014 0:54,30.385
5/17/2014 0:59,34.218
5/17/2014 1:04,45.617
5/17/2014 1:09,66.45
5/17/2014 1:14,33.434
5/17/2014 1:19,31.382
5/17/2014 1:24,30.947
5/17/2014 1:29,32.934
5/17/2014 1:34,30.726
5/17/2014 1:39,31.166
5/17/2014 1:44,31.884
5/17/2014 1:49,30.673
5/17/2014 1:54,31.439
5/17/2014 1:59,33.881
5/17/2014 2:04,45.172
5/17/2014 2:09,66.387
5/17/2014 2:14,32.839
5/17/2014 2:19,31.618
5/17/2014 2:24,31.169
5/17/2014 2:29,32.223
5/17/2014 2:34,31.123
5/17/2014 2:39,30.833
5/17/2014 2:44,32.062
5/17/2014 2:49,31.083
5/17/2014 2:54,31.005
5/17/2014 2:59,35.663
5/17/2014 3:04,44.873
5/17/2014 3:09,72.555
5/17/2014 3:14,32.403
5/17/2014 3:19,35.268
5/17/2014 3:24,31.107
5/17/2014 3:29,36.559
5/17/2014 3:34,33.166
5/17/2014 3:39,29.836
5/17/2014 3:44,32.498
5/17/2014 3:49,31.165
5/17/2014 3:54,30.67
5/17/2014 3:59,35.307
5/17/2014 4:04,44.382
5/17/2014 4:09,71.724
5/17/2014 4:14,32.482
5/17/2014 4:19,30.95
5/17/2014 4:24,30.786
5/17/2014 4:29,32.161
5/17/2014 4:34,30.872
5/17/2014 4:39,32.314
5/17/2014 4:44,31.007
5/17/2014 4:49,31.115
5/17/2014 4:54,30.871
5/17/2014 4:59,34.277
5/17/2014 5:04,44.833
5/17/2014 5:09,46.451
5/17/2014 5:14,31.72
5/17/2014 5:19,31.499
5/17/2014 5:24,31.12
5/17/2014 5:29,31.975
5/17/2014 5:34,30.765
5/17/2014 5:39,31.131
5/17/2014 5:44,32.831
5/17/2014 5:49,29.96
5/17/2014 5:54,31.166
5/17/2014 5:59,33.552
5/17/2014 6:04,45.274
5/17/2014 6:09,72.587
5/17/2014 6:14,32.741
5/17/2014 6:19,31.001
5/17/2014 6:24,31.211
5/17/2014 6:29,31.999
5/17/2014 6:34,30.67
5/17/2014 6:39,31.169
5/17/2014 6:44,32
5/17/2014 6:49,31.451
5/17/2014 6:54,31.219
