user_id,book_id,rating
U0224,B0005,4
U0220,B0147,4
U0149,B0030,4
U0236,B0177,3
U0125,B0112,5
U0203,B0080,3
U0040,B0131,1
U0179,B0090,2
U0132,B0051,2
U0091,B0198,4
U0297,B0115,5
U0166,B0161,3
U0241,B0114,3
U0181,B0130,1
U0020,B0015,3
U0260,B0099,4
U0231,B0147,2
U0257,B0039,1
U0044,B0130,2
U0225,B0135,5
U0191,B0073,4
U0027,B0162,3
U0286,B0174,4
U0077,B0086,1
U0180,B0080,4
U0159,B0144,4
U0270,B0024,4
U0186,B0080,2
U0099,B0058,2
U0052,B0130,5
U0173,B0197,5
U0079,B0042,2
U0085,B0185,4
U0122,B0114,5
U0120,B0137,2
U0189,B0174,5
U0196,B0129,5
U0071,B0065,1
U0284,B0027,5
U0083,B0070,4
U0047,B0057,4
U0028,B0102,5
U0042,B0096,2
U0172,B0038,2
U0072,B0195,4
U0041,B0005,3
U0271,B0109,1
U0155,B0032,1
U0235,B0017,1
U0009,B0162,5
U0150,B0110,1
U0293,B0107,2
U0269,B0093,1
U0260,B0142,1
U0199,B0096,3
U0035,B0089,2
U0298,B0189,3
U0280,B0087,2
U0246,B0162,2
U0019,B0076,2
U0162,B0080,5
U0130,B0010,2
U0170,B0070,1
U0226,B0099,3
U0189,B0133,3
U0041,B0111,5
U0165,B0027,1
U0157,B0115,5
U0228,B0090,4
U0223,B0071,1
U0187,B0132,2
U0225,B0009,2
U0186,B0099,5
U0231,B0095,3
U0294,B0036,5
U0143,B0064,1
U0256,B0133,4
U0134,B0181,4
U0252,B0052,1
U0089,B0183,4
U0178,B0182,1
U0154,B0041,2
U0063,B0052,2
U0185,B0142,5
U0067,B0157,1
U0246,B0135,4
U0038,B0033,3
U0239,B0175,5
U0094,B0197,2
U0064,B0133,2
U0166,B0182,2
U0041,B0065,2
U0065,B0161,3
U0258,B0165,2
U0088,B0169,5
U0289,B0011,1
U0136,B0167,2
U0016,B0128,5
U0248,B0063,4
U0031,B0041,4
U0105,B0088,5
U0177,B0103,2
U0288,B0028,3
U0137,B0116,2
U0149,B0099,5
U0168,B0148,3
U0256,B0132,4
U0012,B0024,4
U0111,B0150,3
U0254,B0153,4
U0056,B0111,2
U0207,B0094,1
U0288,B0050,3
U0198,B0130,4
U0061,B0033,1
U0286,B0094,2
U0206,B0129,1
U0171,B0122,5
U0264,B0036,3
U0202,B0158,3
U0261,B0137,4
U0244,B0005,3
U0214,B0150,3
U0243,B0068,5
U0299,B0123,2
U0195,B0038,2
U0098,B0005,4
U0212,B0177,2
U0242,B0189,1
U0107,B0144,3
U0193,B0081,2
U0280,B0091,3
U0127,B0072,5
U0148,B0181,2
U0163,B0123,3
U0148,B0032,5
U0203,B0089,2
U0041,B0089,4
U0110,B0052,5
U0071,B0028,5
U0125,B0013,5
U0027,B0026,4
U0052,B0175,2
U0209,B0168,4
U0148,B0083,3
U0294,B0060,5
U0090,B0107,2
U0096,B0192,3
U0291,B0155,1
U0279,B0135,4
U0140,B0050,1
U0132,B0184,2
U0152,B0146,2
U0219,B0132,3
U0095,B0036,4
U0134,B0099,2
U0169,B0078,5
U0134,B0168,3
U0061,B0120,3
U0160,B0177,1
U0114,B0057,2
U0192,B0107,5
U0112,B0196,2
U0042,B0135,4
U0040,B0145,1
U0104,B0147,5
U0267,B0114,1
U0251,B0024,5
U0068,B0132,4
U0287,B0119,3
U0131,B0001,2
U0217,B0089,1
U0242,B0009,3
U0216,B0096,4
U0042,B0175,5
U0061,B0046,5
U0115,B0001,1
U0218,B0137,4
U0178,B0040,3
U0017,B0170,4
U0124,B0053,1
U0229,B0154,1
U0206,B0113,2
U0072,B0129,3
U0164,B0148,5
U0122,B0078,2
U0212,B0077,3
U0090,B0161,4
U0177,B0165,4
U0210,B0039,3
U0243,B0062,2
U0238,B0015,5
U0272,B0035,4
U0170,B0166,1
U0275,B0186,2
U0021,B0019,2
U0112,B0123,2
U0109,B0049,1
U0125,B0179,5
U0123,B0142,3
U0239,B0137,3
U0263,B0128,4
U0164,B0053,3
U0289,B0057,2
U0300,B0149,4
U0169,B0059,4
U0282,B0168,3
U0252,B0118,2
U0072,B0185,5
U0031,B0135,1
U0004,B0106,2
U0078,B0003,2
U0031,B0159,5
U0009,B0002,5
U0009,B0136,3
U0258,B0179,4
U0269,B0039,2
U0130,B0091,3
U0208,B0118,5
U0154,B0176,1
U0048,B0104,4
U0029,B0164,1
U0256,B0112,3
U0022,B0059,2
U0139,B0012,1
U0289,B0169,1
U0107,B0151,2
U0040,B0077,2
U0200,B0174,5
U0041,B0129,3
U0119,B0020,3
U0204,B0199,3
U0231,B0126,2
U0222,B0048,5
U0152,B0064,1
U0195,B0183,2
U0185,B0028,1
U0185,B0195,3
U0096,B0111,4
U0209,B0027,1
U0048,B0153,5
U0150,B0106,4
U0125,B0147,5
U0087,B0036,3
U0075,B0017,2
U0154,B0124,1
U0254,B0153,5
U0070,B0078,1
U0195,B0085,4
U0070,B0077,3
U0246,B0081,2
U0252,B0148,2
U0202,B0094,1
U0280,B0047,5
U0108,B0113,3
U0256,B0036,3
U0217,B0097,1
U0299,B0103,5
U0279,B0010,3
U0044,B0028,2
U0086,B0166,5
U0170,B0111,1
U0114,B0131,5
U0114,B0115,3
U0257,B0039,3
U0152,B0107,1
U0179,B0080,3
U0248,B0090,4
U0164,B0018,3
U0012,B0088,1
U0265,B0045,5
U0219,B0119,2
U0096,B0164,4
U0102,B0116,5
U0110,B0053,3
U0296,B0027,5
U0101,B0118,1
U0271,B0164,3
U0201,B0151,1
U0089,B0173,3
U0069,B0081,1
U0094,B0096,2
U0071,B0148,4
U0276,B0178,2
U0148,B0036,2
U0028,B0092,1
U0197,B0144,5
U0252,B0107,4
U0290,B0008,2
U0116,B0138,3
U0290,B0191,4
U0294,B0030,3
U0278,B0194,1
U0280,B0056,4
U0153,B0009,4
U0225,B0031,2
U0180,B0182,5
U0072,B0053,2
U0273,B0072,5
U0150,B0075,5
U0070,B0193,4
U0068,B0064,2
U0202,B0126,2
U0213,B0097,4
U0207,B0132,3
U0250,B0084,5
U0235,B0163,3
U0112,B0110,2
U0146,B0087,5
U0249,B0088,1
U0009,B0032,2
U0220,B0052,2
U0141,B0024,3
U0085,B0014,4
U0220,B0168,1
U0110,B0123,1
U0266,B0175,4
U0062,B0109,2
U0197,B0023,1
U0154,B0036,4
U0074,B0018,5
U0085,B0113,3
U0211,B0158,4
U0072,B0193,1
U0180,B0110,3
U0044,B0064,5
U0146,B0200,1
U0266,B0156,5
U0152,B0166,1
U0058,B0062,4
U0271,B0004,3
U0292,B0108,3
U0242,B0198,1
U0008,B0068,2
U0260,B0074,5
U0206,B0022,5
U0143,B0022,3
U0080,B0138,3
U0159,B0179,4
U0126,B0023,4
U0029,B0080,2
U0006,B0042,4
U0133,B0043,3
U0061,B0198,1
U0269,B0017,3
U0255,B0117,5
U0291,B0043,3
U0294,B0173,1
U0002,B0012,1
U0187,B0099,2
U0215,B0058,3
U0139,B0020,5
U0027,B0046,2
U0036,B0120,3
U0045,B0142,4
U0150,B0145,3
U0238,B0095,5
U0280,B0195,2
U0013,B0060,5
U0172,B0001,4
U0054,B0053,5
U0031,B0037,3
U0267,B0106,3
U0298,B0025,5
U0039,B0152,5
U0122,B0075,3
U0163,B0116,3
U0070,B0200,5
U0085,B0116,4
U0275,B0092,2
U0136,B0031,1
U0021,B0056,3
U0183,B0102,5
U0134,B0045,1
U0282,B0064,1
U0063,B0004,1
U0102,B0103,3
U0299,B0151,3
U0102,B0166,4
U0063,B0011,4
U0222,B0186,4
U0219,B0045,3
U0144,B0115,2
U0126,B0166,3
U0246,B0016,1
U0215,B0052,5
U0010,B0098,3
U0177,B0145,5
U0093,B0007,3
U0144,B0015,4
U0120,B0041,1
U0137,B0137,1
U0199,B0091,2
U0163,B0189,3
U0291,B0145,2
U0278,B0080,2
U0029,B0060,5
U0245,B0001,3
U0175,B0184,2
U0076,B0151,2
U0187,B0019,3
U0052,B0087,3
U0224,B0164,4
U0288,B0178,5
U0090,B0097,3
U0066,B0046,1
U0291,B0009,2
U0114,B0164,5
U0170,B0191,1
U0086,B0163,1
U0229,B0003,3
U0180,B0066,1
U0198,B0113,4
U0194,B0090,5
U0296,B0167,2
U0018,B0076,1
U0038,B0088,2
U0281,B0024,3
U0016,B0111,2
U0028,B0026,3
U0284,B0185,5
U0153,B0061,1
U0282,B0126,2
U0219,B0023,3
U0246,B0052,1
U0150,B0021,4
U0242,B0126,3
U0199,B0048,3
U0229,B0012,3
U0116,B0069,5
U0044,B0172,3
U0117,B0142,1
U0275,B0176,4
U0154,B0021,4
U0293,B0133,5
U0062,B0194,4
U0099,B0033,1
U0104,B0161,2
U0035,B0023,4
U0167,B0071,5
U0268,B0108,1
U0291,B0151,5
U0289,B0200,1
U0211,B0068,4
U0243,B0010,2
U0206,B0010,4
U0026,B0191,4
U0173,B0078,3
U0117,B0035,3
U0138,B0187,4
U0097,B0114,2
U0265,B0096,1
U0160,B0182,5
U0292,B0008,2
U0128,B0009,4
U0141,B0095,4
U0016,B0062,3
U0091,B0122,5
U0084,B0067,1
U0026,B0042,5
U0116,B0174,2
U0263,B0006,1
U0005,B0058,3
U0217,B0097,3
U0239,B0078,5
U0053,B0002,5
U0145,B0077,1
U0142,B0164,3
U0097,B0039,5
U0207,B0170,3
U0255,B0076,3
U0019,B0150,5
U0274,B0164,4
U0154,B0044,5
U0242,B0033,3
U0172,B0168,1
U0158,B0108,3
U0151,B0119,1
U0298,B0159,1
U0062,B0175,4
U0028,B0039,2
U0292,B0118,2
U0042,B0125,3
U0030,B0002,4
U0296,B0196,2
U0067,B0158,4
U0220,B0123,4
U0103,B0188,3
U0098,B0005,1
U0116,B0178,3
U0197,B0129,5
U0024,B0077,3
U0269,B0087,4
U0251,B0092,2
U0117,B0058,2
U0259,B0044,1
U0193,B0164,3
U0025,B0153,1
U0025,B0177,1
U0064,B0141,3
U0106,B0178,1
U0267,B0070,5
U0215,B0027,5
U0145,B0030,1
U0103,B0200,3
U0210,B0076,2
U0107,B0177,4
U0007,B0172,1
U0077,B0024,5
U0132,B0165,2
U0238,B0013,1
U0185,B0174,3
U0049,B0195,1
U0169,B0092,4
U0191,B0088,2
U0234,B0070,4
U0086,B0029,2
U0082,B0027,4
U0225,B0047,5
U0015,B0176,2
U0211,B0113,1
U0007,B0181,5
U0290,B0058,3
U0049,B0111,2
U0077,B0143,5
U0259,B0121,4
U0165,B0062,3
U0115,B0141,4
U0236,B0114,5
U0229,B0081,1
U0053,B0104,4
U0001,B0024,5
U0261,B0144,2
U0175,B0094,1
U0287,B0197,5
U0232,B0030,1
U0002,B0088,3
U0268,B0096,1
U0072,B0184,4
U0101,B0049,1
U0098,B0184,3
U0024,B0163,5
U0235,B0169,5
U0003,B0136,1
U0248,B0131,2
U0066,B0027,4
U0165,B0130,4
U0141,B0102,3
U0071,B0106,5
U0154,B0180,5
U0112,B0052,2
U0177,B0173,2
U0258,B0139,3
U0288,B0123,5
U0274,B0074,4
U0013,B0098,2
U0103,B0069,2
U0075,B0016,3
U0017,B0092,4
U0115,B0191,5
U0148,B0178,1
U0161,B0142,1
U0104,B0159,4
U0280,B0190,5
U0151,B0115,2
U0089,B0189,5
U0220,B0072,5
U0300,B0066,1
U0021,B0040,3
U0155,B0126,5
U0163,B0135,2
U0259,B0041,4
U0048,B0090,2
U0170,B0093,3
U0272,B0122,5
U0059,B0172,3
U0125,B0011,3
U0132,B0139,3
U0264,B0131,4
U0099,B0083,5
U0276,B0137,1
U0110,B0176,4
U0223,B0166,1
U0013,B0118,3
U0028,B0046,3
U0117,B0067,4
U0222,B0081,1
U0274,B0002,5
U0024,B0180,1
U0149,B0176,3
U0225,B0098,4
U0081,B0137,2
U0280,B0076,2
U0006,B0142,5
U0003,B0147,5
U0044,B0079,2
U0109,B0106,5
U0114,B0158,3
U0291,B0014,5
U0038,B0075,1
U0298,B0125,3
U0052,B0073,5
U0249,B0116,3
U0300,B0040,5
U0220,B0044,1
U0224,B0071,3
U0246,B0119,4
U0250,B0142,1
U0042,B0072,2
U0040,B0187,1
U0298,B0149,4
U0019,B0142,3
U0077,B0094,4
U0149,B0035,4
U0204,B0094,5
U0085,B0194,5
U0092,B0145,5
U0184,B0011,2
U0033,B0068,3
U0266,B0093,4
U0021,B0167,3
U0141,B0190,3
U0090,B0097,4
U0265,B0065,4
U0181,B0089,4
U0257,B0036,4
U0264,B0165,3
U0081,B0093,5
U0213,B0085,1
U0246,B0054,5
U0012,B0063,1
U0083,B0035,5
U0029,B0043,3
U0289,B0164,1
U0044,B0056,4
U0088,B0057,4
U0094,B0160,5
U0233,B0153,5
U0198,B0034,1
U0259,B0176,4
U0091,B0122,5
U0258,B0193,1
U0277,B0001,4
U0023,B0179,5
U0196,B0090,5
U0051,B0109,2
U0043,B0073,5
U0097,B0002,1
U0267,B0002,4
U0210,B0093,1
U0130,B0067,5
U0142,B0175,4
U0283,B0143,4
U0285,B0124,3
U0204,B0189,2
U0229,B0180,2
U0206,B0087,5
U0083,B0100,1
U0223,B0023,1
U0041,B0156,1
U0267,B0074,5
U0254,B0113,1
U0147,B0050,1
U0119,B0158,2
U0123,B0168,1
U0205,B0091,4
U0266,B0004,1
U0287,B0150,3
U0100,B0117,4
U0090,B0105,5
U0258,B0076,3
U0276,B0148,3
U0289,B0124,2
U0236,B0151,1
U0035,B0098,2
U0162,B0106,3
U0135,B0064,3
U0039,B0142,2
U0112,B0147,3
U0256,B0189,2
U0136,B0053,2
U0183,B0040,1
U0004,B0196,5
U0162,B0127,5
U0262,B0072,4
U0066,B0014,5
U0017,B0129,3
U0235,B0031,5
U0007,B0173,2
U0167,B0093,5
U0135,B0061,3
U0188,B0048,4
U0191,B0094,4
U0293,B0034,5
U0139,B0061,5
U0075,B0190,2
U0216,B0128,2
U0162,B0125,3
U0025,B0102,1
U0111,B0066,4
U0172,B0067,3
U0132,B0089,1
U0102,B0148,5
U0090,B0200,3
U0250,B0199,4
U0147,B0119,2
U0216,B0162,5
U0041,B0042,3
U0150,B0182,3
U0139,B0114,3
U0231,B0106,2
U0121,B0170,3
U0108,B0043,4
U0243,B0141,1
U0269,B0196,1
U0080,B0022,4
U0146,B0114,2
U0015,B0009,3
U0277,B0070,5
U0091,B0152,5
U0223,B0135,5
U0277,B0059,1
U0212,B0067,2
U0268,B0195,2
U0274,B0003,4
U0005,B0197,4
U0004,B0141,3
U0224,B0102,2
U0194,B0057,3
U0265,B0196,5
U0146,B0167,5
U0036,B0047,2
U0232,B0070,5
U0010,B0039,1
U0053,B0073,3
U0005,B0060,1
U0112,B0088,4
U0238,B0179,1
U0029,B0069,4
U0093,B0050,3
U0128,B0099,4
U0102,B0118,1
U0243,B0100,3
U0282,B0134,1
U0102,B0093,1
U0121,B0163,4
U0142,B0150,1
U0022,B0149,4
U0191,B0198,1
U0047,B0176,5
U0031,B0092,2
U0065,B0125,2
U0225,B0188,2
U0184,B0186,2
U0225,B0144,3
U0098,B0146,2
U0240,B0071,5
U0272,B0040,4
U0188,B0117,1
U0195,B0188,2
U0123,B0083,1
U0098,B0135,4
U0145,B0083,4
U0050,B0134,1
U0017,B0052,1
